time.TIME,Vehicle_States.lateral_vel_wrt_road,Vehicle_States.longitudinal_vel_wrt_road,Vehicle_States.roll_angle,Vehicle_States.yaw_angle,driving_machine_monitor.path_x,driving_machine_monitor.path_y,driving_machine_monitor.path_curvature,driving_machine_monitor.path_distance,driver_demands.steering,driver_demands.throttle
1.03,6.81707E-05,14.93349575,-5.33184E-06,-5.704E-06,-12.37670644,0,0,-1.81555E-05,6.28055E-05,9.944493471
1.04,6.82574E-05,14.93357688,-5.32497E-06,-5.71728E-06,-12.52604179,0,0,-1.80047E-05,6.32189E-05,9.949224854
1.05,6.83433E-05,14.93366095,-5.31833E-06,-5.72979E-06,-12.67537792,0,0,-1.78515E-05,6.36217E-05,9.953903769
1.06,6.84281E-05,14.93374801,-5.3119E-06,-5.74154E-06,-12.82471485,0,0,-1.76958E-05,6.40133E-05,9.95852665
1.07,6.85116E-05,14.93383799,-5.30565E-06,-5.75252E-06,-12.97405263,0,0,-1.75378E-05,6.43936E-05,9.963091614
1.08,6.85933E-05,14.93393071,-5.29955E-06,-5.76273E-06,-13.12339126,0,0,-1.73775E-05,6.47621E-05,9.967599495
1.09,6.8673E-05,14.93402604,-5.29357E-06,-5.77219E-06,-13.27273078,0,0,-1.72152E-05,6.51184E-05,9.972052424
1.1,6.87502E-05,14.93412397,-5.28767E-06,-5.7809E-06,-13.42207122,0,0,-1.7051E-05,6.54624E-05,9.976451566
1.11,6.88249E-05,14.93422456,-5.28187E-06,-5.78885E-06,-13.57141259,0,0,-1.68848E-05,6.57939E-05,9.980796067
1.12,6.88969E-05,14.93432783,-5.27614E-06,-5.79608E-06,-13.72075493,0,0,-1.67169E-05,6.61133E-05,9.985083913
1.13,6.89659E-05,14.93443373,-5.27047E-06,-5.80258E-06,-13.87009825,0,0,-1.65472E-05,6.64205E-05,9.989313659
1.14,6.9032E-05,14.93454218,-5.26488E-06,-5.80836E-06,-14.01944259,0,0,-1.63761E-05,6.67159E-05,9.993485416
