time.TIME,Vehicle_States.lateral_vel_wrt_road,Vehicle_States.longitudinal_vel_wrt_road,Vehicle_States.roll_angle,Vehicle_States.yaw_angle,driving_machine_monitor.path_x,driving_machine_monitor.path_y,driving_machine_monitor.path_curvature,driving_machine_monitor.path_distance,driver_demands.steering,driver_demands.throttle
1.74,4.83367E-05,9.964161284,-5.05392E-06,-5.56606E-06,-14.33992617,0,0,-5.11821E-06,7.38888E-05,8.64637882
1.75,4.83474E-05,9.964388593,-5.05397E-06,-5.5581E-06,-14.43956688,0,0,-5.02871E-06,7.39099E-05,8.645461563
1.76,4.83574E-05,9.964615198,-5.05402E-06,-5.5501E-06,-14.53920986,0,0,-4.94001E-06,7.39293E-05,8.644536077
1.77,4.83667E-05,9.964841042,-5.05406E-06,-5.54206E-06,-14.6388551,0,0,-4.85212E-06,7.39469E-05,8.643603104
1.78,4.83753E-05,9.965066093,-5.05409E-06,-5.53397E-06,-14.7385026,0,0,-4.76503E-06,7.39631E-05,8.642663724
1.79,4.83834E-05,9.965290363,-5.05412E-06,-5.52584E-06,-14.83815236,0,0,-4.67875E-06,7.39775E-05,8.641718475
1.8,4.8391E-05,9.965513887,-5.05414E-06,-5.51768E-06,-14.93780435,0,0,-4.59329E-06,7.39905E-05,8.64076705
1.81,4.8398E-05,9.965736685,-5.05415E-06,-5.50948E-06,-15.03745858,0,0,-4.50864E-06,7.40019E-05,8.639808764
1.82,4.84045E-05,9.965958742,-5.05416E-06,-5.50125E-06,-15.13711504,0,0,-4.42481E-06,7.40118E-05,8.6388433
1.83,4.84106E-05,9.966180017,-5.05417E-06,-5.493E-06,-15.23677372,0,0,-4.34181E-06,7.40205E-05,8.637871051
1.84,4.84163E-05,9.96640048,-5.05417E-06,-5.48472E-06,-15.33643461,0,0,-4.25963E-06,7.40275E-05,8.636892806
1.85,4.84216E-05,9.96662013,-5.05417E-06,-5.47642E-06,-15.4360977,0,0,-4.17829E-06,7.40333E-05,8.635909128
1.86,4.84266E-05,9.966838988,-5.05418E-06,-5.4681E-06,-15.53576299,0,0,-4.09777E-06,7.40375E-05,8.634920003
