Vehicle_States.lateral_vel_wrt_road,Vehicle_States.longitudinal_vel_wrt_road,Vehicle_States.roll_angle,Vehicle_States.yaw_angle,Vehicle.Side_Slip_Angle,Gyro.gyro_X,Gyro.gyro_Y,driving_machine_monitor.path_x,driving_machine_monitor.path_y,driving_machine_monitor.path_curvature,driving_machine_monitor.path_distance,driver_demands.steering
-0.020255484,10.00836103,-0.000609033,2.180096877,-0.001771017,254.1748991,269.7685848,-255.263662,-268.3198994,-8.08E-07,-0.063554251,-0.045084404
-0.019632537,10.00837004,-0.000580959,2.179954433,-0.001717159,254.1177917,269.8507768,-255.2062565,-268.401883,-4.55E-07,-0.063457097,-0.043279283
-0.019018959,10.00837822,-0.000554175,2.179816798,-0.001664007,254.0606906,269.9329733,-255.148851,-268.4838666,-1.27E-07,-0.063343028,-0.041543753
-0.018415681,10.00838556,-0.000528689,2.179683838,-0.001611647,254.0035956,270.0151741,-255.0914454,-268.5658502,1.72E-07,-0.063212657,-0.039873663
-0.01782351,10.00839209,-0.000504499,2.179555416,-0.001560156,253.9465064,270.0973789,-255.0340398,-268.647834,4.70E-07,-0.063066584,-0.038264701
-0.017243126,10.0083978,-0.00048159,2.179431389,-0.001509599,253.8894227,270.1795877,-254.9766342,-268.7298177,4.77E-07,-0.062905386,-0.036712561
-0.016675082,10.00840272,-0.000459939,2.179311615,-0.001460032,253.8323442,270.2618001,-254.9192286,-268.8118015,4.71E-07,-0.062729652,-0.035212852
-0.016119814,10.00840686,-0.00043951,2.179195953,-0.001411502,253.7752708,270.3440161,-254.8618229,-268.8937853,4.17E-07,-0.062539935,-0.033761352
-0.015577642,10.00841023,-0.000420263,2.179084261,-0.001364046,253.7182022,270.4262355,-254.8044172,-268.9757691,3.06E-07,-0.062336777,-0.032353979
-0.015048785,10.00841283,-0.00040215,2.178976404,-0.001317695,253.6611382,270.5084581,-254.7470115,-269.057753,1.96E-07,-0.062120707,-0.030986846
-0.014533367,10.0084147,-0.000385116,2.178872247,-0.001272468,253.6040786,270.5906837,-254.6896058,-269.1397368,8.49E-08,-0.061892221,-0.029656336
-0.014031428,10.00841583,-0.000369104,2.178771664,-0.001228382,253.5470233,270.6729123,-254.6322001,-269.2217206,-2.59E-08,-0.061651804,-0.028359116
-0.013542938,10.00841625,-0.000354052,2.178674533,-0.001185443,253.4899719,270.7551437,-254.5747944,-269.3037044,-1.26E-07,-0.061399917,-0.027092142
-0.013067802,10.00841596,-0.000339895,2.178580739,-0.001143656,253.4329245,270.8373778,-254.5173888,-269.3856882,-2.15E-07,-0.061136995,-0.025852705
-0.012605876,10.00841499,-0.000326568,2.178490174,-0.001103018,253.3758808,270.9196145,-254.4599831,-269.467672,-3.04E-07,-0.060863453,-0.024638428
-0.01215697,10.00841334,-0.000314004,2.178402737,-0.001063523,253.3188406,271.0018536,-254.4025775,-269.5496557,-2.75E-07,-0.06057969,-0.023447174
-0.011720861,10.00841102,-0.000302135,2.178318335,-0.001025161,253.2618039,271.0840951,-254.3451718,-269.6316395,-2.42E-07,-0.060286071,-0.022277223
-0.011297297,10.00840806,-0.000290896,2.178236883,-0.00098792,253.2047705,271.1663388,-254.2877663,-269.7136231,-1.89E-07,-0.059982951,-0.02112706
-0.010886004,10.00840447,-0.000280222,2.178158299,-0.000951783,253.1477403,271.2485847,-254.2303607,-269.7956068,-1.13E-07,-0.059670663,-0.019995445
-0.010486691,10.00840025,-0.00027005,2.178082513,-0.000916733,253.0907131,271.3308326,-254.1729552,-269.8775904,-3.76E-08,-0.05934952,-0.01888139
-0.010099052,10.00839542,-0.000260319,2.178009458,-0.000882748,253.0336888,271.4130825,-254.1155497,-269.9595739,3.80E-08,-0.05901982,-0.017784104
-0.009722773,10.00838999,-0.000250971,2.177939073,-0.000849807,252.9766673,271.4953343,-254.0581443,-270.0415574,1.14E-07,-0.058681847,-0.016702951
-0.009357529,10.00838397,-0.000241954,2.177871303,-0.000817884,252.9196484,271.5775878,-254.0007389,-270.1235408,1.82E-07,-0.05833587,-0.015637482
-0.009002991,10.00837739,-0.000233216,2.177806097,-0.000786954,252.8626321,271.659843,-253.9433335,-270.2055242,2.42E-07,-0.057982145,-0.014587336
-0.008658821,10.00837023,-0.00022471,2.17774341,-0.000756989,252.8056183,271.7420998,-253.8859282,-270.2875075,3.01E-07,-0.057620922,-0.013552218
-0.008324679,10.00836253,-0.000216394,2.177683197,-0.000727958,252.7486067,271.8243581,-253.828523,-270.3694907,2.75E-07,-0.057252433,-0.012532019
-0.008000214,10.00835428,-0.000208229,2.177625418,-0.000699831,252.6915973,271.9066178,-253.7711178,-270.4514738,2.47E-07,-0.056876914,-0.011526495
-0.007685073,10.00834551,-0.000200182,2.177570036,-0.000672576,252.63459,271.9888788,-253.7137126,-270.5334568,2.04E-07,-0.056494588,-0.010535563
-0.007378894,10.00833621,-0.00019222,2.177517014,-0.000646157,252.5775846,272.0711411,-253.6563075,-270.6154398,1.46E-07,-0.056105673,-0.009559117
-0.007081312,10.00832641,-0.000184318,2.177466318,-0.000620541,252.5205811,272.1534045,-253.5989025,-270.6974226,8.69E-08,-0.055710387,-0.008597026
-0.006791956,10.0083161,-0.000176452,2.177417914,-0.000595689,252.4635793,272.235669,-253.5414976,-270.7794054,2.81E-08,-0.055308941,-0.007649218
-0.006510452,10.00830531,-0.000168604,2.177371768,-0.000571566,252.406579,272.3179345,-253.4840927,-270.861388,-3.06E-08,-0.054901545,-0.006715562
-0.006236424,10.00829403,-0.000160756,2.177327849,-0.000548133,252.3495803,272.4002009,-253.4266879,-270.9433706,-8.36E-08,-0.05448841,-0.005795938
-0.005969495,10.00828228,-0.000152896,2.177286123,-0.000525353,252.2925829,272.482468,-253.3692832,-271.025353,-1.31E-07,-0.054069742,-0.004890228
-0.005709289,10.00827007,-0.000145013,2.177246558,-0.000503186,252.2355868,272.5647359,-253.3118785,-271.1073354,-1.78E-07,-0.053645748,-0.00399831
-0.005455434,10.00825741,-0.000137102,2.177209121,-0.000481595,252.1785918,272.6470044,-253.2544739,-271.1893176,-1.60E-07,-0.053216641,-0.003120007
-0.005207565,10.0082443,-0.000129156,2.17717378,-0.000460542,252.1215978,272.7292734,-253.1970695,-271.2712997,-1.42E-07,-0.052782621,-0.002255243
-0.004965325,10.00823076,-0.000121174,2.177140501,-0.000439992,252.0646046,272.8115429,-253.1396651,-271.3532816,-1.12E-07,-0.052343899,-0.001403867
-0.004728365,10.00821679,-0.000113155,2.17710925,-0.000419907,252.0076123,272.8938128,-253.0822608,-271.4352635,-7.08E-08,-0.051900682,-0.000565774
-0.004496352,10.0082024,-0.000105101,2.177079995,-0.000400255,251.9506205,272.9760829,-253.0248565,-271.5172452,-2.96E-08,-0.051453177,0.000259104
-0.004268968,10.0081876,-9.70E-05,2.177052702,-0.000381003,251.8936293,273.0583531,-252.9674524,-271.5992268,1.16E-08,-0.051001591,0.001070882
-0.00404591,10.00817239,-8.89E-05,2.177027336,-0.000362121,251.8366385,273.1406235,-252.9100484,-271.6812083,5.29E-08,-0.050546131,0.001869559
-0.003826898,10.00815679,-8.08E-05,2.177003864,-0.00034358,251.7796479,273.2228939,-252.8526444,-271.7631896,8.96E-08,-0.050087004,0.002655171
-0.00361167,10.00814081,-7.26E-05,2.176982251,-0.000325354,251.7226575,273.3051642,-252.7952406,-271.8451708,1.22E-07,-0.049624415,0.003427699
-0.003399974,10.00812443,-6.45E-05,2.176962466,-0.000307417,251.6656672,273.3874343,-252.7378369,-271.9271518,1.54E-07,-0.04915857,0.004187066
-0.003191576,10.00810765,-5.64E-05,2.176944473,-0.000289747,251.6086767,273.4697041,-252.6804332,-272.0091327,1.35E-07,-0.048689669,0.004933282
-0.00298629,10.00809053,-4.83E-05,2.176928239,-0.000272325,251.5516861,273.5519737,-252.6230297,-272.0911134,1.15E-07,-0.048217918,0.005666236
-0.002783995,10.00807305,-4.02E-05,2.176913728,-0.00025513,251.4946951,273.6342427,-252.5656262,-272.173094,8.67E-08,-0.047743517,0.006385904
-0.002584552,10.00805522,-3.22E-05,2.176900898,-0.000238136,251.4377037,273.7165113,-252.5082229,-272.2550745,4.93E-08,-0.047266669,0.007093494
-0.002387765,10.00803706,-2.42E-05,2.1768897,-0.000221312,251.3807118,273.7987793,-252.4508197,-272.3370548,1.20E-08,-0.046787591,0.007790756
-0.002193393,10.00801856,-1.62E-05,2.176880081,-0.00020463,251.3237192,273.8810466,-252.3934166,-272.4190349,-2.54E-08,-0.046306501,0.008479381
-0.002001168,10.00799974,-8.38E-06,2.176871984,-0.000188059,251.2667259,273.9633131,-252.3360136,-272.5010149,-6.28E-08,-0.045823628,0.009160946
-0.001810808,10.0079806,-5.59E-07,2.176865353,-0.000171571,251.2097316,274.0455788,-252.2786107,-272.5829947,-9.57E-08,-0.0453392,0.009836811
-0.001622031,10.00796114,7.20E-06,2.17686013,-0.000155139,251.1527365,274.1278436,-252.2212079,-272.6649744,-1.24E-07,-0.044853445,0.010508093
-0.001434564,10.00794135,1.49E-05,2.176856259,-0.00013874,251.0957402,274.2101074,-252.1638052,-272.7469538,-1.52E-07,-0.044366586,0.011175635
-0.00124816,10.00792124,2.25E-05,2.176853689,-0.000122355,251.0387428,274.2923702,-252.1064027,-272.8289332,-1.31E-07,-0.043878846,0.011839911
-0.001062604,10.00790083,3.01E-05,2.17685237,-0.000105969,250.9817441,274.3746319,-252.0490003,-272.9109123,-1.09E-07,-0.043390431,0.012501145
-0.000877719,10.00788013,3.77E-05,2.176852258,-8.96E-05,250.9247441,274.4568923,-251.991598,-272.9928913,-7.78E-08,-0.042901542,0.013159197
-0.000693375,10.00785913,4.51E-05,2.176853313,-7.32E-05,250.8677427,274.5391516,-251.9341958,-273.0748702,-3.84E-08,-0.042412372,0.01381364
-0.000509489,10.00783786,5.25E-05,2.1768555,-5.67E-05,250.8107397,274.6214095,-251.8767937,-273.1568488,1.03E-09,-0.041923096,0.014463806
-0.000326029,10.00781631,5.98E-05,2.17685879,-4.03E-05,250.753735,274.703666,-251.8193917,-273.2388273,4.05E-08,-0.041433882,0.015108779
-0.000143013,10.0077945,6.70E-05,2.176863157,-2.39E-05,250.6967287,274.785921,-251.7619899,-273.3208056,7.99E-08,-0.040944885,0.015747462
3.95E-05,10.00777242,7.41E-05,2.176868581,-7.46E-06,250.6397206,274.8681746,-251.7045882,-273.4027837,1.14E-07,-0.040456247,0.016378632
0.000221382,10.00775008,8.10E-05,2.176875045,8.92E-06,250.5827107,274.9504266,-251.6471866,-273.4847617,1.43E-07,-0.039968103,0.017000939
0.000402494,10.00772748,8.78E-05,2.176882535,2.52E-05,250.5256988,275.032677,-251.5897852,-273.5667395,1.71E-07,-0.039480578,0.017612993
0.000582638,10.00770464,9.45E-05,2.176891042,4.15E-05,250.4686848,275.1149257,-251.5323839,-273.648717,1.40E-07,-0.038993782,0.018213443
0.00076159,10.00768154,0.00010101,2.176900557,5.76E-05,250.4116688,275.1971727,-251.4749827,-273.7306944,1.09E-07,-0.038507829,0.018800895
0.000939103,10.00765824,0.000107344,2.176911071,7.36E-05,250.3546506,275.2794179,-251.4175816,-273.8126717,6.81E-08,-0.03802282,0.0193741
0.001114919,10.00763471,0.000113488,2.176922578,8.95E-05,250.2976302,275.3616613,-251.3601806,-273.8946487,1.66E-08,-0.037538852,0.019931924
0.001288784,10.00761093,0.000119439,2.176935071,0.000105182,250.2406075,275.4439028,-251.3027798,-273.9766255,-3.49E-08,-0.037056018,0.020473356
0.001460414,10.00758692,0.000125194,2.176948542,0.000120649,250.1835825,275.5261423,-251.2453791,-274.0586022,-8.65E-08,-0.036574412,0.020997529
0.001629518,10.00756268,0.000130747,2.176962981,0.00013588,250.126555,275.6083799,-251.1879786,-274.1405787,-1.38E-07,-0.036094121,0.021503745
0.001795813,10.00753822,0.000136093,2.176978378,0.000150849,250.0695251,275.6906155,-251.1305782,-274.222555,-1.84E-07,-0.035615237,0.021991458
0.001959028,10.00751353,0.000141233,2.176994722,0.000165533,250.0124926,275.7728491,-251.0731779,-274.304531,-2.23E-07,-0.035137845,0.022460291
0.002118907,10.00748863,0.000146168,2.177011997,0.00017991,249.9554576,275.8550805,-251.0157778,-274.3865069,-2.62E-07,-0.03466203,0.022910059
0.002275215,10.00746353,0.0001509,2.177030188,0.000193958,249.8984199,275.9373099,-250.9583778,-274.4684826,-2.36E-07,-0.034187885,0.023340684
0.002427735,10.00743824,0.000155433,2.177049277,0.000207662,249.8413796,276.0195371,-250.9009779,-274.5504581,-2.11E-07,-0.03371549,0.023752328
0.002576277,10.00741279,0.000159769,2.177069241,0.000221005,249.7843366,276.1017621,-250.8435782,-274.6324334,-1.73E-07,-0.033244933,0.024145249
0.002720675,10.00738716,0.000163911,2.177090059,0.000233976,249.7272908,276.1839849,-250.7861786,-274.7144086,-1.24E-07,-0.032776301,0.024519858
0.002860796,10.00736136,0.000167864,2.177111707,0.000246564,249.6702423,276.2662054,-250.7287792,-274.7963835,-7.56E-08,-0.032309677,0.024876712
0.002996544,10.00733539,0.000171628,2.177134156,0.000258762,249.613191,276.3484237,-250.6713799,-274.8783582,-2.69E-08,-0.031845146,0.025216423
0.003127852,10.00730925,0.000175207,2.17715738,0.000270567,249.5561368,276.4306398,-250.6139807,-274.9603327,2.17E-08,-0.031382793,0.025539722
0.003254692,10.00728294,0.000178602,2.177181349,0.000281977,249.4990798,276.5128535,-250.5565817,-275.042307,6.68E-08,-0.0309227,0.025847371
0.003377067,10.00725646,0.000181816,2.177206033,0.000292995,249.4420199,276.5950649,-250.4991829,-275.1242811,1.09E-07,-0.030464948,0.026140158
0.003495009,10.00722982,0.000184852,2.177231402,0.000303623,249.3849571,276.677274,-250.4417841,-275.206255,1.49E-07,-0.030009618,0.026418893
0.003608575,10.00720304,0.000187713,2.177257424,0.000313869,249.3278915,276.7594807,-250.3843856,-275.2882286,1.53E-07,-0.029556786,0.026684372
0.003717855,10.00717611,0.000190402,2.177284069,0.000323739,249.2708228,276.841685,-250.3269871,-275.3702021,1.56E-07,-0.029106532,0.026937347
0.003823025,10.00714904,0.000192922,2.17731131,0.000333232,249.2137513,276.923887,-250.2695888,-275.4521753,1.52E-07,-0.028658926,0.027178313
0.003924252,10.00712184,0.000195268,2.177339138,0.00034233,249.1566767,277.0060866,-250.2121907,-275.5341484,1.42E-07,-0.028214032,0.027405481
0.004021451,10.00709452,0.000197432,2.177367562,0.000351,249.0995992,277.0882839,-250.1547927,-275.6161212,1.31E-07,-0.027771881,0.027614477
0.004114283,10.00706708,0.000199407,2.177396596,0.000359213,249.0425187,277.1704787,-250.0973949,-275.6980938,1.21E-07,-0.027332472,0.027801827
0.004202364,10.00703952,0.000201195,2.177426242,0.000366957,248.9854353,277.2526711,-250.0399972,-275.7800662,1.11E-07,-0.0268958,0.027967272
0.004285463,10.00701184,0.000202795,2.177456491,0.000374233,248.9283488,277.334861,-249.9825996,-275.8620384,9.95E-08,-0.026461877,0.028113075
0.004363538,10.00698404,0.000204207,2.177487321,0.000381047,248.8712593,277.4170486,-249.9252022,-275.9440104,8.79E-08,-0.026030736,0.028241791
0.004436655,10.00695614,0.00020543,2.17751871,0.000387401,248.8141667,277.4992336,-249.867805,-276.0259821,7.59E-08,-0.025602422,0.028354689
0.004504866,10.00692814,0.000206465,2.177550639,0.000393296,248.7570712,277.5814163,-249.8104079,-276.1079537,5.65E-08,-0.025176978,0.028451835
0.004568182,10.00690004,0.000207321,2.177583088,0.000398736,248.6999726,277.6635965,-249.753011,-276.189925,3.70E-08,-0.024754445,0.028533276
0.00462661,10.00687184,0.00020801,2.177616035,0.000403731,248.642871,277.7457743,-249.6956142,-276.2718961,1.61E-08,-0.024334861,0.028599912
0.004680218,10.00684356,0.000208548,2.17764945,0.0004083,248.5857663,277.8279496,-249.6382176,-276.3538669,-6.05E-09,-0.023918272,0.028653551
0.004729163,10.00681518,0.000208951,2.177683299,0.000412462,248.5286587,277.9101225,-249.5808211,-276.4358376,-2.82E-08,-0.023504733,0.02869625
0.004773658,10.00678673,0.000209234,2.177717547,0.000416241,248.471548,277.9922929,-249.5234248,-276.517808,-5.04E-08,-0.023094304,0.028729674
0.00481394,10.0067582,0.000209411,2.177752158,0.000419656,248.4144343,278.0744609,-249.4660286,-276.5997782,-7.25E-08,-0.022687045,0.02875499
0.00485024,10.00672959,0.000209498,2.1777871,0.000422731,248.3573176,278.1566264,-249.4086326,-276.6817482,-9.14E-08,-0.022283014,0.028773132
0.004882787,10.00670091,0.000209507,2.177822338,0.000425489,248.3001979,278.2387895,-249.3512368,-276.763718,-1.08E-07,-0.021882266,0.028785135
0.004911829,10.00667216,0.000209451,2.17785784,0.000427955,248.2430752,278.3209502,-249.2938411,-276.8456875,-1.22E-07,-0.021484851,0.02879221
0.004937637,10.00664334,0.000209342,2.177893571,0.000430156,248.1859495,278.4031085,-249.2364455,-276.9276568,-1.04E-07,-0.021090826,0.028795569
0.004960499,10.00661446,0.000209188,2.1779295,0.000432116,248.1288208,278.4852643,-249.1790502,-277.0096259,-8.60E-08,-0.020700239,0.028796194
0.004980702,10.00658552,0.000208998,2.177965597,0.000433861,248.0716892,278.5674177,-249.1216549,-277.0915948,-6.14E-08,-0.020313137,0.028794783
0.004998518,10.00655652,0.000208777,2.178001835,0.000435413,248.0145546,278.6495687,-249.0642599,-277.1735634,-3.13E-08,-0.019929562,0.0287918
0.005014198,10.00652747,0.00020853,2.178038189,0.000436792,247.9574171,278.7317173,-249.006865,-277.2555318,-1.21E-09,-0.019549552,0.028787605
0.005027979,10.00649837,0.000208264,2.178074638,0.000438021,247.9002766,278.8138635,-248.9494702,-277.3375,2.89E-08,-0.019173139,0.02878254
0.005040085,10.00646922,0.00020798,2.178111159,0.000439115,247.8431331,278.8960073,-248.8920757,-277.419468,5.90E-08,-0.018800354,0.028776815
0.00505072,10.00644002,0.000207682,2.178147737,0.000440092,247.7859868,278.9781487,-248.8346812,-277.5014357,8.53E-08,-0.018431221,0.028770539
0.005060069,10.00641078,0.000207374,2.178184355,0.000440966,247.7288375,279.0602877,-248.777287,-277.5834032,1.08E-07,-0.018065762,0.028763631
0.005068286,10.0063815,0.000207055,2.178221001,0.000441748,247.6716853,279.1424243,-248.7198929,-277.6653705,1.30E-07,-0.017703995,0.028755878
0.005075501,10.00635218,0.000206729,2.178257664,0.000442446,247.6145302,279.2245585,-248.6624989,-277.7473375,1.14E-07,-0.01734593,0.028747043
0.005081818,10.00632282,0.000206396,2.178294334,0.00044307,247.5573722,279.3066904,-248.6051051,-277.8293043,9.84E-08,-0.016991582,0.028736788
0.00508732,10.00629343,0.000206057,2.178331005,0.000443624,247.5002113,279.3888199,-248.5477115,-277.9112709,7.52E-08,-0.016640954,0.028724789
0.005092072,10.00626401,0.000205712,2.178367672,0.000444112,247.4430475,279.4709471,-248.4903181,-277.9932373,4.59E-08,-0.016294053,0.028710656
0.005096119,10.00623457,0.000205363,2.178404328,0.000444536,247.3858808,279.5530718,-248.4329247,-278.0752034,1.65E-08,-0.01595088,0.028693952
0.005099485,10.0062051,0.000205007,2.178440972,0.000444898,247.3287113,279.6351942,-248.3755316,-278.1571693,-1.28E-08,-0.015611435,0.028674224
0.00510218,10.0061756,0.000204646,2.1784776,0.000445197,247.2715389,279.7173143,-248.3181386,-278.239135,-4.22E-08,-0.015275717,0.028651041
0.0051042,10.00614609,0.000204278,2.17851421,0.000445433,247.2143636,279.799432,-248.2607458,-278.3211004,-6.85E-08,-0.014943721,0.028623983
0.00510553,10.00611656,0.000203902,2.1785508,0.000445603,247.1571855,279.8815474,-248.2033531,-278.4030656,-9.23E-08,-0.014615442,0.028592686
0.00510615,10.00608702,0.000203515,2.178587368,0.000445706,247.1000046,279.9636604,-248.1459607,-278.4850306,-1.14E-07,-0.014290875,0.028556817
0.005106037,10.00605746,0.000203117,2.178623913,0.00044574,247.0428208,280.0457711,-248.0885683,-278.5669953,-1.07E-07,-0.013970016,0.028516024
0.005105162,10.00602789,0.000202706,2.178660432,0.000445702,246.9856342,280.1278794,-248.0311762,-278.6489598,-9.94E-08,-0.013652856,0.028470074
0.005103496,10.00599832,0.000202278,2.178696923,0.000445589,246.9284448,280.2099855,-247.9737842,-278.7309241,-8.58E-08,-0.013339388,0.028418726
0.005101011,10.00596874,0.000201833,2.178733384,0.000445401,246.8712525,280.2920892,-247.9163923,-278.8128881,-6.74E-08,-0.013029606,0.02836182
0.005097681,10.00593916,0.000201368,2.178769809,0.000445136,246.8140575,280.3741906,-247.8590006,-278.8948519,-4.89E-08,-0.012723503,0.028299256
0.005093485,10.00590958,0.000200881,2.178806196,0.000444792,246.7568597,280.4562897,-247.8016091,-278.9768155,-3.04E-08,-0.012421073,0.028230962
0.005088405,10.00588,0.00020037,2.17884254,0.000444368,246.6996591,280.5383865,-247.7442178,-279.0587789,-1.19E-08,-0.01212231,0.028156905
0.005082429,10.00585042,0.000199833,2.178878835,0.000443866,246.6424557,280.6204811,-247.6868266,-279.140742,4.73E-09,-0.011827208,0.028077101
0.005075548,10.00582085,0.000199269,2.178915076,0.000443284,246.5852496,280.7025733,-247.6294356,-279.2227049,1.99E-08,-0.011535763,0.027991583
0.00506776,10.00579129,0.000198677,2.178951257,0.000442623,246.5280407,280.7846633,-247.5720447,-279.3046675,3.40E-08,-0.011247971,0.027900422
0.005059065,10.00576174,0.000198054,2.178987369,0.000441885,246.4708291,280.866751,-247.514654,-279.3866299,3.04E-08,-0.010963825,0.027803764
0.00504947,10.00573221,0.000197401,2.179023407,0.00044107,246.4136148,280.9488364,-247.4572635,-279.4685921,2.68E-08,-0.010683324,0.027701692
0.005038985,10.00570269,0.000196716,2.179059362,0.000440181,246.3563978,281.0309197,-247.3998731,-279.550554,1.95E-08,-0.010406462,0.027594366
0.005027625,10.00567318,0.000195999,2.179095226,0.000439219,246.2991781,281.1130006,-247.3424829,-279.6325157,9.36E-09,-0.010133237,0.027481925
0.005015407,10.0056437,0.000195249,2.179130992,0.000438186,246.2419557,281.1950794,-247.2850929,-279.7144772,-7.95E-10,-0.009863645,0.027364512
0.005002349,10.00561424,0.000194466,2.17916665,0.000437084,246.1847306,281.2771559,-247.227703,-279.7964385,-1.10E-08,-0.009597681,0.027242294
0.004988473,10.0055848,0.00019365,2.179202192,0.000435915,246.127503,281.3592303,-247.1703133,-279.8783995,-2.11E-08,-0.009335341,0.027115433
0.004973801,10.00555538,0.0001928,2.179237611,0.000434681,246.0702727,281.4413024,-247.1129237,-279.9603602,-3.01E-08,-0.00907662,0.026984081
0.004958356,10.00552599,0.000191918,2.179272896,0.000433386,246.0130397,281.5233724,-247.0555343,-280.0423208,-3.83E-08,-0.008821513,0.026848398
0.004942163,10.00549663,0.000191002,2.179308041,0.000432029,245.9558042,281.6054402,-246.9981451,-280.1242811,-4.56E-08,-0.008570012,0.026708531
0.004925246,10.0054673,0.000190053,2.179343038,0.000430615,245.8985661,281.6875058,-246.940756,-280.2062412,-4.23E-08,-0.008322112,0.026564582
0.004907626,10.005438,0.000189072,2.179377878,0.000429144,245.8413255,281.7695694,-246.8833671,-280.288201,-3.89E-08,-0.008077803,0.026416716
0.004889326,10.00540874,0.000188058,2.179412554,0.000427617,245.7840823,281.8516307,-246.8259784,-280.3701606,-3.32E-08,-0.007837077,0.026265032
0.004870367,10.00537951,0.000187013,2.179447059,0.000426038,245.7268366,281.93369,-246.7685898,-280.45212,-2.58E-08,-0.007599924,0.026109646
0.004850769,10.00535032,0.000185936,2.179481385,0.000424406,245.6695884,282.0157472,-246.7112014,-280.5340791,-1.84E-08,-0.007366331,0.025950667
0.004830548,10.00532117,0.000184828,2.179515528,0.000422723,245.6123378,282.0978023,-246.6538132,-280.6160381,-1.10E-08,-0.007136287,0.025788164
0.004809722,10.00529205,0.000183689,2.179549479,0.00042099,245.5550846,282.1798553,-246.5964251,-280.6979967,-3.54E-09,-0.006909779,0.025622229
0.004788305,10.00526298,0.000182521,2.179583234,0.000419208,245.4978291,282.2619063,-246.5390372,-280.7799552,4.05E-09,-0.006686792,0.025452928
0.004766308,10.00523396,0.000181325,2.179616788,0.000417377,245.4405711,282.3439552,-246.4816494,-280.8619134,1.18E-08,-0.00646731,0.025280323
0.004743742,10.00520497,0.0001801,2.179650134,0.000415498,245.3833107,282.4260021,-246.4242618,-280.9438714,1.96E-08,-0.006251318,0.025104477
0.004720615,10.00517604,0.000178848,2.179683268,0.000413571,245.326048,282.508047,-246.3668744,-281.0258292,2.90E-08,-0.006038798,0.024925454
0.004696933,10.00514715,0.000177569,2.179716185,0.000411597,245.2687829,282.5900898,-246.3094871,-281.1077867,3.83E-08,-0.005829732,0.024743296
0.004672701,10.00511831,0.000176265,2.179748881,0.000409574,245.2115154,282.6721308,-246.2521,-281.189744,4.81E-08,-0.005624099,0.02455806
0.004647924,10.00508952,0.000174936,2.179781353,0.000407505,245.1542457,282.7541697,-246.1947131,-281.271701,5.80E-08,-0.005421882,0.0243698
0.004622602,10.00506079,0.000173583,2.179813595,0.000405387,245.0969737,282.8362067,-246.1373263,-281.3536579,6.80E-08,-0.005223059,0.024178573
0.004596737,10.00503211,0.000172207,2.179845604,0.000403222,245.0396994,282.9182418,-246.0799397,-281.4356145,7.80E-08,-0.005027607,0.023984447
0.004570332,10.00500348,0.000170809,2.179877377,0.000401008,244.9824229,283.000275,-246.0225532,-281.5175708,8.79E-08,-0.004835506,0.023787496
0.004543387,10.00497491,0.000169389,2.17990891,0.000398747,244.9251441,283.0823062,-245.9651669,-281.599527,9.54E-08,-0.004646733,0.023587795
0.004515905,10.0049464,0.000167948,2.1799402,0.000396438,244.8678632,283.1643356,-245.9077807,-281.6814829,1.01E-07,-0.004461265,0.023385434
0.004487889,10.00491794,0.000166488,2.179971242,0.000394082,244.8105801,283.2463632,-245.8503947,-281.7634386,1.05E-07,-0.004279078,0.023180511
0.004459342,10.00488955,0.000165008,2.180002034,0.000391678,244.7532949,283.3283889,-245.7930089,-281.845394,8.58E-08,-0.004100147,0.022973118
0.004430268,10.00486121,0.00016351,2.180032573,0.000389227,244.6960076,283.4104127,-245.7356232,-281.9273492,6.69E-08,-0.003924449,0.022763385
0.004400675,10.00483294,0.000161994,2.180062854,0.00038673,244.6387181,283.4924348,-245.6782377,-282.0093042,4.29E-08,-0.00375196,0.022551429
0.004370569,10.00480474,0.000160461,2.180092876,0.000384188,244.5814266,283.5744551,-245.6208524,-282.091259,1.54E-08,-0.003582655,0.022337383
0.004339961,10.0047766,0.000158912,2.180122634,0.000381601,244.5241331,283.6564736,-245.5634672,-282.1732135,-1.22E-08,-0.003416508,0.022121387
0.00430886,10.00474852,0.000157347,2.180152125,0.00037897,244.4668375,283.7384904,-245.5060821,-282.2551679,-3.98E-08,-0.003253495,0.021903579
0.004277282,10.00472051,0.000155768,2.180181347,0.000376297,244.40954,283.8205054,-245.4486973,-282.337122,-6.74E-08,-0.00309359,0.021684111
0.004245239,10.00469257,0.000154175,2.180210295,0.000373583,244.3522405,283.9025187,-245.3913126,-282.4190758,-9.10E-08,-0.002936767,0.021463135
0.004212748,10.0046647,0.000152569,2.180238967,0.000370829,244.2949391,283.9845303,-245.333928,-282.5010295,-1.12E-07,-0.002783,0.021240804
0.004179828,10.0046369,0.000150951,2.18026736,0.000368038,244.2376357,284.0665403,-245.2765436,-282.5829829,-1.29E-07,-0.002632262,0.021017272
0.004146496,10.00460917,0.000149322,2.180295471,0.000365211,244.1803305,284.1485486,-245.2191593,-282.6649361,-1.12E-07,-0.002484529,0.020792699
0.004112772,10.00458151,0.000147683,2.180323297,0.000362349,244.1230234,284.2305552,-245.1617753,-282.746889,-9.36E-08,-0.002339771,0.020567231
0.004078677,10.00455393,0.000146035,2.180350835,0.000359455,244.0657144,284.3125602,-245.1043913,-282.8288418,-6.77E-08,-0.002197961,0.020341027
