Vehicle_States.lateral_vel_wrt_road,Vehicle_States.longitudinal_vel_wrt_road,Vehicle_States.roll_angle,Vehicle_States.yaw_angle,driving_machine_monitor.path_x,driving_machine_monitor.path_y,driving_machine_monitor.path_curvature,driving_machine_monitor.path_distance,driver_demands.steering,driver_demands.throttle
-0.229119799,11.99202014,-0.014885269,-0.414608127,-449.101666,-135.2369337,-0.019999932,0.000587587,-1.084633156,10.56015074
-0.229119741,11.99209925,-0.014885475,-0.417005066,-449.2122408,-135.1905083,-0.019999972,0.000704817,-1.084228962,10.55947132
-0.229120488,11.99217796,-0.014885796,-0.419402028,-449.3226336,-135.1436407,-0.019999948,0.000631449,-1.084562249,10.55879682
-0.229121253,11.99225618,-0.014886223,-0.421799021,-449.4329764,-135.0966623,-0.019999908,0.000723973,-1.084394904,10.55812138
-0.229122286,11.99233396,-0.014886734,-0.424196054,-449.543155,-135.0492893,-0.019999925,0.000676593,-1.084463595,10.55744906
-0.229122817,11.99241133,-0.0148873,-0.426593133,-449.653263,-135.0017591,-0.019999964,0.000744369,-1.084532096,10.55677707
-0.229123239,11.99248826,-0.014887899,-0.428990261,-449.7632252,-134.9538816,-0.019999954,0.00072291,-1.084335909,10.55610585
-0.22912281,11.99256488,-0.014888494,-0.431387443,-449.8730956,-134.9058009,-0.019999915,0.000765887,-1.08464035,10.55543562
-0.229122052,11.99264103,-0.014889071,-0.433784677,-449.9828391,-134.8574199,-0.019999918,0.000770289,-1.084179948,10.55476368
-0.229120234,11.99271695,-0.014889593,-0.436181965,-450.092469,-134.8087898,-0.019999959,0.000788433,-1.084721222,10.55409378
-0.22911799,11.99279234,-0.014890059,-0.438579302,-450.2019915,-134.7599062,-0.019999962,0.000818654,-1.083998031,10.55342032
-0.229114588,11.99286758,-0.014890434,-0.440976684,-450.3113783,-134.7107279,-0.019999922,0.000811948,-1.084777763,10.55275033
-0.229110757,11.99294226,-0.014890735,-0.443374104,-450.4206774,-134.6613428,-0.019999911,0.00086797,-1.083793787,10.55207485
-0.229105747,11.99301687,-0.014890929,-0.445771556,-450.5298183,-134.6116176,-0.019999951,0.00083643,-1.084813973,10.55140394
-0.229100361,11.99309088,-0.014891049,-0.448169028,-450.6388917,-134.5617319,-0.019999968,0.000918261,-1.083571479,10.55072545
-0.229093813,11.99316489,-0.014891061,-0.450566515,-450.747784,-134.511461,-0.019999928,0.000861916,-1.08483435,10.55005287
