Gyro.gyro_X,Gyro.gyro_Y,Vehicle_States.lateral_vel_wrt_road,Vehicle_States.longitudinal_vel_wrt_road,Vehicle_States.roll_angle,Vehicle_States.yaw_angle,driving_machine_monitor.path_curvature,driving_machine_monitor.path_distance,driver_demands.steering,driver_demands.throttle
11.54429054,3.54909E-05,6.68767E-05,14.93256643,-5.49297E-06,-5.33265E-06,0,-2.0289E-05,5.43394E-05,9.850279927
11.69361631,3.53546E-05,6.69244E-05,14.93258907,-5.48248E-06,-5.3604E-06,0,-2.02078E-05,5.48268E-05,9.855988765
11.84294233,3.52148E-05,6.69747E-05,14.93261597,-5.47213E-06,-5.38716E-06,0,-2.0121E-05,5.53136E-05,9.861635606
11.99226864,3.50716E-05,6.70279E-05,14.93264697,-5.46195E-06,-5.41299E-06,0,-0.000020029,5.58006E-05,9.86721106
12.14159528,3.49251E-05,6.70846E-05,14.93268136,-5.45195E-06,-5.43793E-06,0,-1.9932E-05,5.62879E-05,9.87272057
12.29092228,3.47756E-05,6.71447E-05,14.93271857,-5.44212E-06,-5.462E-06,0,-1.98301E-05,5.6775E-05,9.878178126
12.44024966,3.46232E-05,6.72085E-05,14.93275861,-5.43248E-06,-5.48525E-06,0,-1.97237E-05,5.72612E-05,9.883593647
12.58957746,3.4468E-05,6.72757E-05,14.93280194,-5.42301E-06,-5.50768E-06,0,-1.9613E-05,5.77463E-05,9.888965775
12.73890571,3.43102E-05,6.73462E-05,14.93284896,-5.41372E-06,-5.52933E-06,0,-1.94981E-05,5.82299E-05,9.894285289
12.88823445,3.415E-05,6.74199E-05,14.93289969,-5.40458E-06,-5.55021E-06,0,-1.93792E-05,5.87115E-05,9.899544504
13.03756372,3.39875E-05,6.74965E-05,14.93295377,-5.39563E-06,-5.57033E-06,0,-1.92565E-05,5.91902E-05,9.904743714
13.18689354,3.38228E-05,6.75756E-05,14.93301079,-5.38688E-06,-5.58968E-06,0,-1.91302E-05,5.96649E-05,9.909889725
13.33622394,3.36561E-05,6.7657E-05,14.93307066,-5.37834E-06,-5.60829E-06,0,-1.90004E-05,6.01347E-05,9.914989036
13.48555496,3.34875E-05,6.77401E-05,14.93313354,-5.37E-06,-5.62613E-06,0,-1.88673E-05,6.05986E-05,9.920042344
13.63488662,3.33171E-05,6.78247E-05,14.9331997,-5.36187E-06,-5.64322E-06,0,-1.87309E-05,6.1056E-05,9.925044808
13.78421897,3.31451E-05,6.79104E-05,14.93326921,-5.35398E-06,-5.65956E-06,0,-1.85914E-05,6.15062E-05,9.929990902
13.93355202,3.29716E-05,6.79969E-05,14.93334187,-5.34634E-06,-5.67513E-06,0,-1.84489E-05,6.19483E-05,9.934879013
14.08288581,3.27967E-05,6.80838E-05,14.93341743,-5.33896E-06,-5.68995E-06,0,-1.83036E-05,6.23818E-05,9.939711923
14.23222038,3.26205E-05,6.81707E-05,14.93349575,-5.33184E-06,-5.704E-06,0,-1.81555E-05,6.28055E-05,9.944493471
14.38155574,3.24431E-05,6.82574E-05,14.93357688,-5.32497E-06,-5.71728E-06,0,-1.80047E-05,6.32189E-05,9.949224854
14.53089192,3.22647E-05,6.83433E-05,14.93366095,-5.31833E-06,-5.72979E-06,0,-1.78515E-05,6.36217E-05,9.953903769
14.68022897,3.20853E-05,6.84281E-05,14.93374801,-5.3119E-06,-5.74154E-06,0,-1.76958E-05,6.40133E-05,9.95852665
14.82956689,3.1905E-05,6.85116E-05,14.93383799,-5.30565E-06,-5.75252E-06,0,-1.75378E-05,6.43936E-05,9.963091614
14.97890574,3.1724E-05,6.85933E-05,14.93393071,-5.29955E-06,-5.76273E-06,0,-1.73775E-05,6.47621E-05,9.967599495
15.12824552,3.15423E-05,6.8673E-05,14.93402604,-5.29357E-06,-5.77219E-06,0,-1.72152E-05,6.51184E-05,9.972052424
15.27758627,3.13601E-05,6.87502E-05,14.93412397,-5.28767E-06,-5.7809E-06,0,-1.7051E-05,6.54624E-05,9.976451566
15.42692801,3.11774E-05,6.88249E-05,14.93422456,-5.28187E-06,-5.78885E-06,0,-1.68848E-05,6.57939E-05,9.980796067
15.57627077,3.09943E-05,6.88969E-05,14.93432783,-5.27614E-06,-5.79608E-06,0,-1.67169E-05,6.61133E-05,9.985083913
15.72561457,3.08108E-05,6.89659E-05,14.93443373,-5.27047E-06,-5.80258E-06,0,-1.65472E-05,6.64205E-05,9.989313659
15.87495945,3.06271E-05,6.9032E-05,14.93454218,-5.26488E-06,-5.80836E-06,0,-1.63761E-05,6.67159E-05,9.993485416
16.02430542,3.04433E-05,6.90952E-05,14.93465305,-5.25937E-06,-5.81345E-06,0,-1.62034E-05,6.69997E-05,9.997600395
16.17365252,3.02593E-05,6.91556E-05,14.93476631,-5.25396E-06,-5.81786E-06,0,-1.60294E-05,6.72723E-05,10.00165963
16.32300076,3.00754E-05,6.92132E-05,14.93488197,-5.24867E-06,-5.82161E-06,0,-1.58541E-05,6.7534E-05,10.0056631
16.47235016,2.98915E-05,6.92682E-05,14.93500004,-5.24353E-06,-5.82471E-06,0,-1.56776E-05,6.77854E-05,10.00960993
16.62170077,2.97077E-05,6.93207E-05,14.93512048,-5.23853E-06,-5.82719E-06,0,-1.55E-05,6.8027E-05,10.01349929
16.77105258,2.95241E-05,6.93709E-05,14.93524323,-5.23369E-06,-5.82906E-06,0,-1.53215E-05,6.82592E-05,10.01733121
16.92040564,2.93407E-05,6.94189E-05,14.93536821,-5.229E-06,-5.83034E-06,0,-1.51421E-05,6.84824E-05,10.02110648
17.06975995,2.91577E-05,6.9465E-05,14.93549538,-5.22448E-06,-5.83107E-06,0,-1.49619E-05,6.86972E-05,10.02482604
17.21911555,2.8975E-05,6.95091E-05,14.93562472,-5.22012E-06,-5.83125E-06,0,-1.4781E-05,6.89038E-05,10.02849034
17.36847245,2.87928E-05,6.95516E-05,14.93575621,-5.21591E-06,-5.83091E-06,0,-1.45996E-05,6.91028E-05,10.03209923
17.51783068,2.86111E-05,6.95925E-05,14.93588984,-5.21184E-06,-5.83007E-06,0,-1.44177E-05,6.92945E-05,10.03565248
17.66719026,2.843E-05,6.9632E-05,14.93602557,-5.20792E-06,-5.82875E-06,0,-1.42354E-05,6.94795E-05,10.03915025
17.8165512,2.82494E-05,6.96702E-05,14.93616333,-5.20414E-06,-5.82697E-06,0,-1.40528E-05,6.96579E-05,10.04259319
17.96591353,2.80696E-05,6.97071E-05,14.93630308,-5.20049E-06,-5.82475E-06,0,-1.387E-05,6.983E-05,10.04598215
18.11527727,2.78904E-05,6.97429E-05,14.93644479,-5.19696E-06,-5.82211E-06,0,-1.36871E-05,6.99963E-05,10.04931781
18.26464243,2.77121E-05,6.97777E-05,14.93658845,-5.19356E-06,-5.81906E-06,0,-1.35042E-05,7.01567E-05,10.05260049
18.41400904,2.75345E-05,6.98115E-05,14.93673403,-5.19027E-06,-5.81564E-06,0,-1.33213E-05,7.03117E-05,10.05583033
18.56337712,2.73579E-05,6.98444E-05,14.93688151,-5.1871E-06,-5.81184E-06,0,-1.31386E-05,7.04614E-05,10.05900766
18.71274668,2.71821E-05,6.98764E-05,14.93703083,-5.18405E-06,-5.80768E-06,0,-1.29561E-05,7.06059E-05,10.06213309
18.86211774,2.70073E-05,6.99077E-05,14.93718196,-5.18111E-06,-5.80319E-06,0,-1.27739E-05,7.07455E-05,10.0652074
19.01149033,2.68335E-05,6.99382E-05,14.93733488,-5.17827E-06,-5.79837E-06,0,-1.2592E-05,7.08801E-05,10.06823132
19.16086445,2.66607E-05,6.9968E-05,14.93748955,-5.17555E-06,-5.79323E-06,0,-1.24106E-05,7.101E-05,10.07120536
19.31024012,2.6489E-05,6.99971E-05,14.93764596,-5.17294E-06,-5.7878E-06,0,-1.22296E-05,7.11351E-05,10.07412992
19.45961737,2.63185E-05,7.00255E-05,14.93780408,-5.17044E-06,-5.78207E-06,0,-1.20492E-05,7.12556E-05,10.07700541
19.60899621,2.61491E-05,7.00533E-05,14.93796388,-5.16805E-06,-5.77607E-06,0,-1.18694E-05,7.13716E-05,10.0798324
19.75837665,2.59808E-05,7.00805E-05,14.93812532,-5.16577E-06,-5.76979E-06,0,-1.16902E-05,7.1483E-05,10.08261157
19.90775872,2.58138E-05,7.0107E-05,14.93828838,-5.1636E-06,-5.76326E-06,0,-1.15118E-05,7.15899E-05,10.08534362
20.05714243,2.56481E-05,7.01329E-05,14.93845303,-5.16153E-06,-5.75648E-06,0,-1.13341E-05,7.16925E-05,10.0880291
20.20652779,2.54836E-05,7.01582E-05,14.93861925,-5.15957E-06,-5.74946E-06,0,-1.11572E-05,7.17906E-05,10.09066849
20.35591482,2.53204E-05,7.01829E-05,14.93878702,-5.15771E-06,-5.7422E-06,0,-1.09811E-05,7.18845E-05,10.09326222
20.50530353,2.51586E-05,7.02069E-05,14.93895631,-5.15595E-06,-5.73473E-06,0,-1.0806E-05,7.19741E-05,10.09581081
20.65469395,2.49981E-05,7.02302E-05,14.93912709,-5.15429E-06,-5.72704E-06,0,-1.06317E-05,7.20594E-05,10.09831482
20.80408608,2.4839E-05,7.02529E-05,14.93929932,-5.15273E-06,-5.71914E-06,0,-1.04585E-05,7.21404E-05,10.10077485
20.95347994,2.46813E-05,7.0275E-05,14.939473,-5.15126E-06,-5.71104E-06,0,-1.02862E-05,7.22173E-05,10.10319142
21.10287554,2.45251E-05,7.02963E-05,14.9396481,-5.14987E-06,-5.70276E-06,0,-1.01151E-05,7.22901E-05,10.10556499
21.25227291,2.43703E-05,7.0317E-05,14.93982459,-5.14858E-06,-5.69429E-06,0,-9.94496E-06,7.23587E-05,10.10789596
21.40167204,2.4217E-05,7.03369E-05,14.94000246,-5.14736E-06,-5.68564E-06,0,-9.77598E-06,7.24234E-05,10.11018477
21.55107296,2.40651E-05,7.03561E-05,14.94018166,-5.14622E-06,-5.67682E-06,0,-9.60816E-06,7.2484E-05,10.11243188
21.70047568,2.39148E-05,7.03746E-05,14.94036219,-5.14516E-06,-5.66785E-06,0,-9.44152E-06,7.25407E-05,10.11463778
21.84988021,2.3766E-05,7.03923E-05,14.94054402,-5.14417E-06,-5.65871E-06,0,-9.27611E-06,7.25935E-05,10.11680291
21.99928656,2.36188E-05,7.04093E-05,14.94072711,-5.14325E-06,-5.64944E-06,0,-9.11193E-06,7.26425E-05,10.11892767
22.14869475,2.34731E-05,7.04255E-05,14.94091146,-5.1424E-06,-5.64002E-06,0,-8.94904E-06,7.26877E-05,10.12101242
22.2981048,2.33289E-05,7.0441E-05,14.94109704,-5.1416E-06,-5.63046E-06,0,-8.78744E-06,7.27293E-05,10.12305751
22.4475167,2.31864E-05,7.04557E-05,14.94128383,-5.14087E-06,-5.62078E-06,0,-8.62716E-06,7.27672E-05,10.12506333
22.59693048,2.30454E-05,7.04696E-05,14.94147179,-5.14019E-06,-5.61098E-06,0,-8.46824E-06,7.28016E-05,10.12703025
22.74634614,2.2906E-05,7.04828E-05,14.94166092,-5.13956E-06,-5.60107E-06,0,-8.31069E-06,7.28325E-05,10.12895864
22.8957637,2.27683E-05,7.04952E-05,14.94185118,-5.13899E-06,-5.59105E-06,0,-8.15453E-06,7.28601E-05,10.13084884
23.04518317,2.26321E-05,7.05069E-05,14.94204255,-5.13846E-06,-5.58093E-06,0,-7.99978E-06,7.28844E-05,10.13270116
23.19460455,2.24976E-05,7.05178E-05,14.94223502,-5.13799E-06,-5.57071E-06,0,-7.84647E-06,7.29054E-05,10.13451591
23.34402787,2.23647E-05,7.0528E-05,14.94242856,-5.13755E-06,-5.56041E-06,0,-7.69461E-06,7.29233E-05,10.13629339
23.49345313,2.22334E-05,7.05375E-05,14.94262315,-5.13716E-06,-5.55003E-06,0,-7.54422E-06,7.29381E-05,10.13803391
23.64288034,2.21038E-05,7.05462E-05,14.94281876,-5.13681E-06,-5.53957E-06,0,-7.39532E-06,7.29501E-05,10.13973778
23.79230951,2.19758E-05,7.05543E-05,14.94301537,-5.1365E-06,-5.52905E-06,0,-7.24791E-06,7.29591E-05,10.14140531
23.94174065,2.18495E-05,7.05617E-05,14.94321297,-5.13623E-06,-5.51846E-06,0,-7.10203E-06,7.29653E-05,10.14303676
24.09117377,2.17248E-05,7.05684E-05,14.94341152,-5.13599E-06,-5.50781E-06,0,-6.95767E-06,7.29689E-05,10.1446324
24.24060888,2.16017E-05,7.05746E-05,14.94361102,-5.13579E-06,-5.49712E-06,0,-6.81485E-06,7.29698E-05,10.1461925
24.39004599,2.14803E-05,7.05801E-05,14.94381143,-5.13562E-06,-5.48637E-06,0,-6.67359E-06,7.29683E-05,10.14771734
24.53948511,2.13606E-05,7.0585E-05,14.94401274,-5.13549E-06,-5.47559E-06,0,-6.53389E-06,7.29642E-05,10.1492072
24.68892625,2.12424E-05,7.05893E-05,14.94421492,-5.13539E-06,-5.46478E-06,0,-6.39577E-06,7.29578E-05,10.15066234
24.83836941,2.1126E-05,7.05931E-05,14.94441795,-5.13532E-06,-5.45393E-06,0,-6.25923E-06,7.29492E-05,10.15208302
24.98781461,2.10112E-05,7.05963E-05,14.94462181,-5.13528E-06,-5.44306E-06,0,-6.12428E-06,7.29384E-05,10.15346951
25.13726185,2.0898E-05,7.0599E-05,14.94482649,-5.13526E-06,-5.43218E-06,0,-5.99093E-06,7.29255E-05,10.15482205
25.28671114,2.07865E-05,7.06012E-05,14.94503196,-5.13528E-06,-5.42128E-06,0,-5.85919E-06,7.29105E-05,10.15614091
25.43616249,2.06766E-05,7.0603E-05,14.94523819,-5.13533E-06,-5.41037E-06,0,-5.72905E-06,7.28935E-05,10.15742636
25.58561591,2.05683E-05,7.06043E-05,14.94544518,-5.1354E-06,-5.39945E-06,0,-5.60054E-06,7.28747E-05,10.15867866
25.7350714,2.04617E-05,7.06052E-05,14.94565289,-5.1355E-06,-5.38854E-06,0,-5.47365E-06,7.2854E-05,10.15989806
25.88452897,2.03567E-05,7.06056E-05,14.94586132,-5.13563E-06,-5.37763E-06,0,-5.34838E-06,7.28316E-05,10.16108483
26.03398863,2.02534E-05,7.06057E-05,14.94607043,-5.13578E-06,-5.36673E-06,0,-5.22474E-06,7.28075E-05,10.16223922
26.18345038,2.01516E-05,7.06054E-05,14.94628021,-5.13595E-06,-5.35584E-06,0,-5.10273E-06,7.27818E-05,10.1633615
26.33291423,2.00514E-05,7.06047E-05,14.94649064,-5.13616E-06,-5.34497E-06,0,-4.98236E-06,7.27545E-05,10.16445194
26.4823802,1.99529E-05,7.06037E-05,14.9467017,-5.13638E-06,-5.33412E-06,0,-4.86361E-06,7.27257E-05,10.1655108
26.63184827,1.98559E-05,7.06023E-05,14.94691337,-5.13663E-06,-5.32329E-06,0,-4.7465E-06,7.26955E-05,10.16653835
26.78131847,1.97606E-05,7.06007E-05,14.94712563,-5.1369E-06,-5.31249E-06,0,-4.63102E-06,7.26639E-05,10.16753486
26.93079079,1.96668E-05,7.05987E-05,14.94733847,-5.1372E-06,-5.30172E-06,0,-4.51718E-06,7.26309E-05,10.1685006
27.08026524,1.95746E-05,7.05965E-05,14.94755186,-5.13752E-06,-5.29099E-06,0,-4.40496E-06,7.25967E-05,10.16943583
27.22974182,1.9484E-05,7.0594E-05,14.94776578,-5.13786E-06,-5.28029E-06,0,-4.29437E-06,7.25612E-05,10.17034083
27.37922055,1.93949E-05,7.05912E-05,14.94798023,-5.13822E-06,-5.26964E-06,0,-4.18541E-06,7.25245E-05,10.17121588
27.52870143,1.93073E-05,7.05882E-05,14.94819517,-5.1386E-06,-5.25903E-06,0,-4.07807E-06,7.24867E-05,10.17206125
